k,l,u,v,rho,cluster,frame
144,93,3337.95,1883.02,-3.34703,34,15
143,94,3325.82,1902.7,-3.83944,34,15
143,93,3315.61,1883.62,-4.10744,34,15
142,92,3305.78,1863.84,-3.34703,34,15
142,93,3294.02,1883.05,-3.83944,34,15
142,91,3293.94,1845.02,-3.83944,34,15
142,90,3305.84,1826.75,-3.34703,34,15
142,98,3306.52,1976.97,-3.34703,34,15
137,88,3195.16,1789.23,-3.83944,34,15
136,68,3175.82,1382.34,-3.32685,25,15
137,69,3187.65,1402.28,-4.08725,25,15
137,68,3196.77,1383.37,-3.81926,25,15
137,67,3183.73,1364.32,-4.08725,25,15
138,67,3207.72,1363.74,-3.32685,25,15
138,68,3219.09,1384.45,-4.08725,25,15
139,68,3241.11,1383.19,-3.32685,25,15
140,69,3252.15,1403.03,-4.08725,25,15
139,69,3229.94,1402.51,-3.81926,25,15
138,69,3208.42,1402.13,-3.32685,25,15
138,70,3220.37,1420.9,-4.08725,25,15
137,70,3197.59,1420.54,-3.81926,25,15
138,71,3208.75,1439.24,-3.32685,25,15
138,72,3220.29,1459.17,-4.08725,25,15
137,72,3197.6,1458.75,-3.81926,25,15
138,73,3208.78,1477.57,-3.32685,25,15
138,74,3219.89,1497.11,-4.08725,25,15
137,74,3197.78,1496.79,-3.81926,25,15
137,75,3187.18,1515.82,-4.08725,25,15
136,76,3175.7,1534.59,-3.32685,25,15
137,76,3196.37,1533.22,-3.81926,25,15
138,75,3208.71,1514.52,-3.32685,25,15
139,75,3229.76,1513.93,-3.81926,25,15
139,76,3241.12,1533.3,-3.32685,25,15
140,75,3252.02,1513.29,-4.08725,25,15
140,76,3262.45,1532.73,-3.81926,25,15
141,76,3285.63,1532.14,-4.08725,25,15
142,76,3306.95,1533.44,-3.32685,25,15
142,75,3295.17,1514.17,-3.81926,25,15
143,75,3317.85,1514,-4.08725,25,15
143,76,3328.15,1533.58,-3.81926,25,15
144,77,3339.84,1552.64,-3.32685,25,15
144,75,3339.3,1514.72,-3.32685,25,15
143,74,3327.31,1496.83,-3.81926,25,15
144,73,3339.3,1477.29,-3.32685,25,15
144,74,3348.49,1498.9,-4.08725,25,15
145,74,3371.4,1496.61,-3.32685,25,15
145,75,3359.9,1515.34,-3.81926,25,15
143,73,3317.15,1478.01,-4.08725,25,15
142,72,3306.78,1458.5,-3.32685,25,15
142,73,3295.14,1477.65,-3.81926,25,15
142,74,3306.89,1496.44,-3.32685,25,15
141,74,3285.07,1497.04,-4.08725,25,15
140,74,3262.42,1496.73,-3.81926,25,15
141,73,3273.98,1477.48,-3.32685,25,15
140,72,3262.48,1458.71,-3.81926,25,15
141,72,3285.03,1459.11,-4.08725,25,15
141,71,3273.95,1439.41,-3.32685,25,15
140,70,3262.5,1420.49,-3.81926,25,15
141,70,3285.11,1420.76,-4.08725,25,15
142,70,3306.78,1420.42,-3.32685,25,15
142,71,3295.1,1439.58,-3.81926,25,15
143,71,3317.08,1440.04,-4.08725,25,15
144,71,3339.3,1439.5,-3.32685,25,15
143,72,3327.42,1458.7,-3.81926,25,15
143,70,3327.53,1420.47,-3.81926,25,15
144,70,3348.21,1419.51,-4.08725,25,15
145,71,3359.05,1438.86,-3.81926,25,15
145,72,3371.04,1458.27,-3.32685,25,15
145,69,3359.92,1401.64,-3.81926,25,15
145,68,3372.09,1382.67,-3.32685,25,15
144,68,3350.51,1383.52,-4.08725,25,15
143,68,3328.07,1383.57,-3.81926,25,15
144,67,3340.19,1364.27,-3.32685,25,15
143,69,3317.33,1402.9,-4.08725,25,15
142,68,3306.67,1383.32,-3.32685,25,15
142,69,3295.07,1402.5,-3.81926,25,15
141,69,3273.85,1402.24,-3.32685,25,15
140,68,3262.31,1383.67,-3.81926,25,15
141,68,3285.06,1384.57,-4.08725,25,15
141,67,3273.93,1364.54,-3.32685,25,15
140,67,3251.59,1365.81,-4.08725,25,15
139,67,3229.07,1365.16,-3.81926,25,15
140,71,3252.56,1440.09,-4.08725,25,15
139,70,3241.23,1420.26,-3.32685,25,15
139,71,3229.87,1439.61,-3.81926,25,15
139,72,3241.19,1458.48,-3.32685,25,15
140,73,3252.48,1478.1,-4.08725,25,15
139,73,3229.89,1477.46,-3.81926,25,15
139,74,3241.24,1496.59,-3.32685,25,15
141,75,3274,1514.52,-3.32685,25,15
138,76,3218.56,1532.18,-4.08725,25,15
136,74,3176.64,1497.71,-3.32685,25,15
136,70,3176.63,1420.03,-3.32685,25,15
61,72,1428.4,1456.02,-3.36254,21,15
62,73,1439.08,1475.93,-4.12295,21,15
62,72,1450.89,1456.42,-3.85495,21,15
63,71,1461.13,1435.96,-3.36254,21,15
64,71,1483.4,1435.73,-3.85495,21,15
63,72,1471.92,1455.2,-4.12295,21,15
63,73,1460.76,1474.37,-3.36254,21,15
62,74,1450.15,1493.85,-3.85495,21,15
64,73,1482.82,1473.62,-3.85495,21,15
64,74,1492.86,1492.55,-3.36254,21,15
65,74,1515.2,1491.74,-3.85495,21,15
65,73,1503.04,1472.72,-4.12295,21,15
66,73,1526.02,1473.95,-3.36254,21,15
67,73,1548.58,1473.7,-3.85495,21,15
68,73,1571.6,1473.63,-4.12295,21,15
67,74,1558.98,1492.83,-3.36254,21,15
68,74,1581.65,1492.45,-3.85495,21,15
69,74,1604.09,1493.16,-4.12295,21,15
69,73,1591.61,1473.79,-3.36254,21,15
70,73,1613.6,1474.62,-3.85495,21,15
69,72,1603.14,1455.49,-4.12295,21,15
69,71,1591.56,1435.89,-3.36254,21,15
69,70,1603,1416.96,-4.12295,21,15
69,69,1591.55,1397.85,-3.36254,21,15
68,70,1580.99,1416.85,-3.85495,21,15
67,70,1558.88,1416.87,-3.36254,21,15
68,71,1571.28,1435.97,-4.12295,21,15
67,71,1548.57,1435.84,-3.85495,21,15
66,70,1536.63,1416.83,-4.12295,21,15
67,69,1548.51,1397.85,-3.85495,21,15
68,69,1571.23,1397.88,-4.12295,21,15
67,68,1558.79,1379.63,-3.36254,21,15
68,67,1571.31,1361.1,-4.12295,21,15
67,66,1558.78,1341.52,-3.36254,21,15
68,66,1581.15,1341.82,-3.85495,21,15
69,67,1591.75,1359.55,-3.36254,21,15
69,68,1602.67,1380.69,-4.12295,21,15
68,68,1581.09,1380.22,-3.85495,21,15
70,68,1623.6,1379.41,-3.36254,21,15
71,67,1634.12,1360.36,-4.12295,21,15
70,69,1613.02,1397.73,-3.85495,21,15
70,70,1623.61,1416.75,-3.36254,21,15
70,71,1612.92,1436.22,-3.85495,21,15
70,72,1623.83,1455.42,-3.36254,21,15
68,65,1572.05,1323.77,-4.12295,21,15
67,64,1559.06,1303.93,-3.36254,21,15
67,65,1548.47,1323.11,-3.85495,21,15
66,66,1536.66,1342.32,-4.12295,21,15
66,65,1526.05,1322.52,-3.36254,21,15
65,65,1503.84,1323.85,-4.12295,21,15
64,64,1493.31,1303.63,-3.36254,21,15
63,64,1469.96,1304.36,-4.12295,21,15
64,65,1483.17,1322.74,-3.85495,21,15
63,65,1460.39,1322.31,-3.36254,21,15
63,66,1472.01,1342.2,-4.12295,21,15
64,67,1483.27,1360.9,-3.85495,21,15
63,67,1460.85,1360.58,-3.36254,21,15
63,68,1472.27,1379.66,-4.12295,21,15
63,69,1460.99,1397.85,-3.36254,21,15
63,70,1472.49,1417.15,-4.12295,21,15
64,69,1483.28,1397.77,-3.85495,21,15
64,70,1493.5,1416.83,-3.36254,21,15
65,70,1516.01,1416.85,-3.85495,21,15
65,69,1504.43,1397.87,-4.12295,21,15
66,69,1526.08,1397.76,-3.36254,21,15
65,68,1515.55,1379.71,-3.85495,21,15
64,68,1493.4,1379.63,-3.36254,21,15
65,67,1504.4,1361.11,-4.12295,21,15
65,66,1515.68,1341.65,-3.85495,21,15
64,66,1493.47,1341.46,-3.36254,21,15
66,67,1526.06,1360.56,-3.36254,21,15
67,67,1548.47,1360.82,-3.85495,21,15
66,68,1536.59,1380,-4.12295,21,15
65,71,1503.92,1435.5,-4.12295,21,15
65,72,1515.52,1454.62,-3.85495,21,15
64,72,1492.44,1454.64,-3.36254,21,15
66,71,1526.13,1435.83,-3.36254,21,15
66,72,1536.65,1454.7,-4.12295,21,15
67,72,1558.85,1454.91,-3.36254,21,15
68,72,1581.11,1454.85,-3.85495,21,15
62,70,1451.37,1417.86,-3.85495,21,15
62,71,1440.24,1438.11,-4.12295,21,15
62,66,1450.89,1341.11,-3.85495,21,15
62,67,1440.18,1360.74,-4.12295,21,15
62,64,1450.24,1302.56,-3.85495,21,15
65,64,1515.26,1304.35,-3.85495,21,15
70,74,1624.01,1493.35,-3.36254,21,15
44,42,1027.53,858.261,-3.8496,11,15
45,43,1041.36,877.351,-3.35719,11,15
45,44,1053.18,896.958,-4.1176,11,15
44,44,1030.65,896.334,-3.8496,11,15
45,45,1041.61,915.657,-3.35719,11,15
45,46,1053.3,935.641,-4.1176,11,15
46,45,1062.88,916.023,-3.8496,11,15
46,44,1074.12,896.591,-3.35719,11,15
47,45,1085.05,916.022,-4.1176,11,15
46,46,1074.08,934.767,-3.35719,11,15
47,47,1084.88,954.94,-4.1176,11,15
47,46,1095.28,935.144,-3.8496,11,15
48,45,1106.77,915.784,-3.35719,11,15
48,46,1117.73,935.649,-4.1176,11,15
49,45,1127.9,915.991,-3.8496,11,15
49,44,1139.51,896.734,-3.35719,11,15
50,45,1150.11,916.515,-4.1176,11,15
50,44,1160.81,896.649,-3.8496,11,15
51,43,1172.35,877.673,-3.35719,11,15
50,43,1150.44,878.686,-4.1176,11,15
49,43,1127.92,877.972,-3.8496,11,15
48,44,1117.7,897.459,-4.1176,11,15
48,43,1106.8,877.631,-3.35719,11,15
47,44,1095.38,896.918,-3.8496,11,15
47,43,1085.16,878.696,-4.1176,11,15
46,43,1062.8,877.988,-3.8496,11,15
46,42,1073.85,859.55,-3.35719,11,15
45,42,1050.89,860.356,-4.1176,11,15
45,41,1039.86,839.972,-3.35719,11,15
47,42,1095.08,860.523,-3.8496,11,15
49,42,1139.81,860.067,-3.35719,11,15
51,42,1184.36,860.363,-4.1176,11,15
52,42,1205.92,859.259,-3.35719,11,15
51,45,1171.92,914.575,-3.35719,11,15
50,46,1160.46,935.318,-3.8496,11,15
51,47,1172.26,954.044,-3.35719,11,15
50,48,1160.47,973.328,-3.8496,11,15
51,48,1182.1,974.014,-4.1176,11,15
52,47,1193.97,954.153,-3.8496,11,15
51,46,1181.99,935.607,-4.1176,11,15
52,45,1194.08,915.915,-3.8496,11,15
52,48,1204.51,973.155,-3.35719,11,15
52,49,1194.01,991.146,-3.8496,11,15
51,50,1182.47,1010.66,-4.1176,11,15
52,51,1194.8,1029.38,-3.8496,11,15
51,51,1172.15,1029.13,-3.35719,11,15
50,50,1160.7,1009.95,-3.8496,11,15
51,49,1172.23,991.047,-3.35719,11,15
50,49,1150.21,990.705,-4.1176,11,15
49,49,1128.05,990.955,-3.8496,11,15
49,50,1139.68,1010.19,-3.35719,11,15
48,50,1117.71,1009.56,-4.1176,11,15
47,50,1095.39,1009.7,-3.8496,11,15
46,50,1072.95,1010.55,-3.35719,11,15
47,49,1085.42,990.603,-4.1176,11,15
46,49,1063.06,990.842,-3.8496,11,15
45,50,1052.67,1010.23,-4.1176,11,15
45,51,1041.26,1029.74,-3.35719,11,15
44,50,1030.38,1010.85,-3.8496,11,15
45,49,1041.84,991.317,-3.35719,11,15
44,49,1020.64,993.034,-4.1176,11,15
44,48,1030.82,973.67,-3.8496,11,15
45,47,1041.67,953.993,-3.35719,11,15
45,48,1052.92,974.093,-4.1176,11,15
46,47,1062.82,954.177,-3.8496,11,15
46,48,1074.11,973.094,-3.35719,11,15
47,48,1095.31,973.246,-3.8496,11,15
48,47,1106.74,953.992,-3.35719,11,15
48,48,1117.64,974.018,-4.1176,11,15
49,47,1127.94,954.247,-3.8496,11,15
49,46,1139.45,934.884,-3.35719,11,15
50,47,1150.11,954.838,-4.1176,11,15
49,48,1139.5,973.074,-3.35719,11,15
48,49,1106.87,991.089,-3.35719,11,15
46,51,1062.05,1028.46,-3.8496,11,15
46,52,1073.49,1047.73,-3.35719,11,15
47,51,1083.9,1027.29,-4.1176,11,15
48,51,1106.83,1029.03,-3.35719,11,15
49,51,1128.08,1028.61,-3.8496,11,15
50,51,1150.99,1028.29,-4.1176,11,15
49,52,1139.66,1047.59,-3.35719,11,15
50,52,1161.02,1047.43,-3.8496,11,15
52,50,1204.8,1010.39,-3.35719,11,15
44,22,1031.57,452.013,-3.85679,2,15
45,23,1042.7,471.544,-3.36438,2,15
45,24,1054.23,491.055,-4.12479,2,15
44,24,1032.04,490.483,-3.85679,2,15
45,25,1042.77,509.962,-3.36438,2,15
46,25,1063.82,510.285,-3.85679,2,15
46,24,1075.02,490.91,-3.36438,2,15
47,25,1085.95,510.758,-4.12479,2,15
47,24,1096.25,490.942,-3.85679,2,15
48,23,1107.67,471.821,-3.36438,2,15
47,22,1096.25,452.97,-3.85679,2,15
48,22,1118.72,453.313,-4.12479,2,15
49,22,1140.39,452.77,-3.36438,2,15
49,23,1128.8,471.877,-3.85679,2,15
49,24,1140.4,490.948,-3.36438,2,15
49,25,1128.75,510.051,-3.85679,2,15
49,26,1140.38,529.134,-3.36438,2,15
50,27,1151.02,548.783,-4.12479,2,15
49,27,1128.78,548.072,-3.85679,2,15
49,28,1140.38,566.131,-3.36438,2,15
48,28,1118.08,565.574,-4.12479,2,15
48,29,1107.54,585.297,-3.36438,2,15
47,28,1096.3,565.899,-3.85679,2,15
46,28,1073.99,566.937,-3.36438,2,15
48,27,1107.53,548.365,-3.36438,2,15
47,26,1096.19,529.303,-3.85679,2,15
48,25,1107.56,510.063,-3.36438,2,15
48,24,1118.08,490.977,-4.12479,2,15
46,26,1075.08,529.234,-3.36438,2,15
49,29,1129.01,584.78,-3.85679,2,15
50,29,1151.98,584.143,-4.12479,2,15
49,30,1140.67,603.996,-3.36438,2,15
50,30,1162.6,603.325,-3.85679,2,15
51,30,1185.07,603.559,-4.12479,2,15
51,29,1173.25,585.119,-3.36438,2,15
50,28,1161.48,565.914,-3.85679,2,15
51,28,1183.36,566.031,-4.12479,2,15
52,29,1195.46,585.173,-3.85679,2,15
52,30,1206.3,604.885,-3.36438,2,15
53,30,1228.36,604.959,-3.85679,2,15
53,29,1216.03,586.513,-4.12479,2,15
52,28,1205.63,566.474,-3.36438,2,15
53,28,1227.17,567.261,-3.85679,2,15
53,27,1214.53,550.785,-4.12479,2,15
53,26,1226.65,530.042,-3.85679,2,15
52,26,1205.54,529.15,-3.36438,2,15
51,26,1183.25,529.764,-4.12479,2,15
52,25,1195.06,510.424,-3.85679,2,15
51,24,1183.15,491.208,-4.12479,2,15
52,24,1205.74,490.998,-3.36438,2,15
52,23,1195.17,472.086,-3.85679,2,15
52,22,1205.87,452.79,-3.36438,2,15
51,22,1183.62,453.426,-4.12479,2,15
52,21,1196.21,435.341,-3.85679,2,15
51,21,1173.39,434.927,-3.36438,2,15
52,20,1206.94,415.775,-3.36438,2,15
53,21,1217.29,435.489,-4.12479,2,15
53,22,1227.55,452.658,-3.85679,2,15
53,23,1215.09,471.523,-4.12479,2,15
53,24,1227.01,491.102,-3.85679,2,15
54,23,1237.52,471.771,-3.36438,2,15
51,23,1173.17,471.84,-3.36438,2,15
50,24,1161.42,490.941,-3.85679,2,15
51,25,1173.12,510.022,-3.36438,2,15
50,26,1161.46,529.325,-3.85679,2,15
51,27,1173.11,548.12,-3.36438,2,15
52,27,1195,548.373,-3.85679,2,15
50,25,1151,510.636,-4.12479,2,15
50,23,1150.77,472.018,-4.12479,2,15
47,30,1095.94,603.264,-3.85679,2,15
49,21,1128.75,435.351,-3.85679,2,15
49,20,1140.45,416.175,-3.36438,2,15
48,21,1107.62,434.851,-3.36438,2,15
47,21,1084.84,436.002,-4.12479,2,15
46,20,1074.27,415.672,-3.36438,2,15
46,21,1062.81,435.033,-3.85679,2,15
45,21,1041.92,434.016,-3.36438,2,15
47,20,1095.07,416.702,-3.85679,2,15
47,23,1086.06,471.938,-4.12479,2,15
43,85,995.286,1726.9,-3.85287,29,15
43,86,1006.69,1746.05,-3.36046,29,15
44,87,1018.58,1765.79,-4.12086,29,15
43,87,996.045,1765.4,-3.85287,29,15
43,88,1007.16,1784.36,-3.36046,29,15
43,89,996.227,1804.26,-3.85287,29,15
44,89,1018.53,1803.51,-4.12086,29,15
44,88,1028.36,1784.58,-3.85287,29,15
45,88,1050.96,1785.47,-4.12086,29,15
45,87,1039.57,1765.27,-3.36046,29,15
44,86,1028.24,1746.64,-3.85287,29,15
45,85,1039.66,1727.14,-3.36046,29,15
45,86,1050.78,1747.45,-4.12086,29,15
46,85,1060.67,1728.13,-3.85287,29,15
46,86,1072.33,1746.28,-3.36046,29,15
47,87,1083.24,1766.49,-4.12086,29,15
46,87,1060.89,1765.6,-3.85287,29,15
46,88,1072.2,1784.36,-3.36046,29,15
46,89,1060.76,1804.03,-3.85287,29,15
47,89,1082.66,1803.63,-4.12086,29,15
48,89,1105.02,1803.48,-3.36046,29,15
47,88,1093.34,1784.54,-3.85287,29,15
48,87,1104.96,1765.36,-3.36046,29,15
48,88,1115.61,1785.57,-4.12086,29,15
49,87,1125.97,1765.61,-3.85287,29,15
49,86,1137.86,1746.45,-3.36046,29,15
48,86,1116.42,1747.7,-4.12086,29,15
47,86,1093.44,1746.8,-3.85287,29,15
48,85,1105.21,1727.63,-3.36046,29,15
49,88,1137.78,1783.11,-3.36046,29,15
50,89,1147.67,1804.54,-4.12086,29,15
49,89,1127.2,1802.8,-3.85287,29,15
48,90,1115.72,1821.75,-4.12086,29,15
47,90,1093.43,1821.71,-3.85287,29,15
48,91,1105.05,1840.68,-3.36046,29,15
47,92,1093.52,1859.72,-3.85287,29,15
48,93,1105.06,1878.76,-3.36046,29,15
47,94,1093.44,1897.63,-3.85287,29,15
48,94,1116.02,1897.55,-4.12086,29,15
48,95,1104.97,1916.48,-3.36046,29,15
49,95,1126.19,1916.16,-3.85287,29,15
50,95,1148.23,1916.1,-4.12086,29,15
51,95,1170.06,1916.58,-3.36046,29,15
50,94,1158.65,1898.52,-3.85287,29,15
51,93,1170.16,1878.88,-3.36046,29,15
50,92,1158.09,1860.02,-3.85287,29,15
51,91,1170.03,1840.72,-3.36046,29,15
50,90,1158.16,1821.59,-3.85287,29,15
50,91,1147.77,1840.74,-4.12086,29,15
49,91,1126.04,1840.76,-3.85287,29,15
49,90,1137.78,1821.62,-3.36046,29,15
49,92,1137.81,1859.7,-3.36046,29,15
49,93,1126.06,1878.67,-3.85287,29,15
49,94,1137.83,1897.84,-3.36046,29,15
50,93,1148,1879.17,-4.12086,29,15
48,92,1115.78,1859.75,-4.12086,29,15
47,93,1083.23,1878.57,-4.12086,29,15
46,93,1060.86,1878.66,-3.85287,29,15
45,93,1038.08,1879.04,-3.36046,29,15
45,92,1051.02,1859.59,-4.12086,29,15
44,92,1028.58,1859.74,-3.85287,29,15
44,93,1018.64,1880.95,-4.12086,29,15
43,92,1007.31,1860.26,-3.36046,29,15
43,93,995.941,1880.33,-3.85287,29,15
43,94,1006.88,1898.59,-3.36046,29,15
43,95,994.76,1917.83,-3.85287,29,15
44,95,1017.06,1916.5,-4.12086,29,15
45,95,1038.97,1916.58,-3.36046,29,15
45,94,1049.34,1896.52,-4.12086,29,15
46,94,1072.17,1897.77,-3.36046,29,15
46,95,1059.95,1915.6,-3.85287,29,15
44,94,1027.47,1897.23,-3.85287,29,15
44,91,1018.75,1841.62,-4.12086,29,15
44,90,1028.52,1821.68,-3.85287,29,15
45,90,1051.1,1821.58,-4.12086,29,15
45,91,1039.66,1840.67,-3.36046,29,15
46,91,1060.9,1840.74,-3.85287,29,15
47,91,1083.31,1840.74,-4.12086,29,15
46,90,1072.27,1821.55,-3.36046,29,15
46,92,1072.25,1859.68,-3.36046,29,15
45,89,1039.55,1803.44,-3.36046,29,15
44,85,1017.35,1727.33,-4.12086,29,15
43,64,1007.84,1301.47,-3.35112,20,15
44,65,1019.5,1320.7,-4.11153,20,15
43,66,1008.22,1340.07,-3.35112,20,15
44,64,1028.77,1302.39,-3.84353,20,15
45,63,1039.56,1284.24,-3.35112,20,15
46,63,1060.41,1285.36,-3.84353,20,15
46,64,1073.18,1302.67,-3.35112,20,15
47,65,1083.64,1322.28,-4.11153,20,15
48,65,1105.91,1321.52,-3.35112,20,15
47,66,1094.33,1340.68,-3.84353,20,15
48,66,1116.67,1341.04,-4.11153,20,15
49,66,1138.64,1340.63,-3.35112,20,15
49,67,1126.97,1360.06,-3.84353,20,15
48,68,1116.68,1379.79,-4.11153,20,15
48,67,1105.88,1359.66,-3.35112,20,15
47,68,1094.25,1379.18,-3.84353,20,15
47,67,1084.31,1359.91,-4.11153,20,15
46,67,1061.79,1360.08,-3.84353,20,15
46,66,1073.19,1340.58,-3.35112,20,15
46,65,1061.84,1321.75,-3.84353,20,15
45,66,1051.96,1341.49,-4.11153,20,15
45,67,1040.61,1359.78,-3.35112,20,15
45,68,1052,1379.73,-4.11153,20,15
44,68,1029.34,1379.29,-3.84353,20,15
45,69,1040.66,1397.01,-3.35112,20,15
46,69,1061.72,1396.85,-3.84353,20,15
46,70,1073.09,1416.02,-3.35112,20,15
47,69,1083.8,1396.75,-4.11153,20,15
48,69,1105.83,1396.88,-3.35112,20,15
47,70,1094.3,1415.76,-3.84353,20,15
48,71,1105.83,1434.94,-3.35112,20,15
47,71,1083.24,1434.68,-4.11153,20,15
47,72,1094.34,1453.71,-3.84353,20,15
48,72,1117.32,1453.15,-4.11153,20,15
49,73,1127.95,1472.15,-3.84353,20,15
50,73,1150.83,1472.08,-4.11153,20,15
49,72,1138.75,1453.86,-3.35112,20,15
49,71,1126.96,1434.67,-3.84353,20,15
49,70,1138.67,1415.74,-3.35112,20,15
49,69,1126.88,1396.7,-3.84353,20,15
50,69,1148.82,1396.66,-4.11153,20,15
51,69,1171.02,1396.75,-3.35112,20,15
51,70,1179.8,1418.03,-4.11153,20,15
52,69,1192.33,1397.57,-3.84353,20,15
51,68,1180.42,1380.03,-4.11153,20,15
52,67,1192.63,1360.06,-3.84353,20,15
51,66,1180.87,1340.83,-4.11153,20,15
52,65,1193.27,1321.54,-3.84353,20,15
51,65,1170.77,1320.64,-3.35112,20,15
50,66,1159.44,1340.9,-3.84353,20,15
50,67,1148.95,1360.58,-4.11153,20,15
51,67,1171.27,1359.66,-3.35112,20,15
50,68,1159.44,1379.2,-3.84353,20,15
49,68,1138.73,1378.75,-3.35112,20,15
50,65,1149.07,1322.49,-4.11153,20,15
50,64,1160.04,1302.9,-3.84353,20,15
51,64,1182.46,1302.42,-4.11153,20,15
52,64,1204.13,1302.14,-3.35112,20,15
49,64,1138.59,1302.65,-3.35112,20,15
49,65,1126.9,1321.83,-3.84353,20,15
48,64,1116.72,1303.82,-4.11153,20,15
47,64,1094.39,1303.1,-3.84353,20,15
52,66,1203.53,1340.58,-3.35112,20,15
52,71,1192.31,1436.37,-3.84353,20,15
51,72,1181.04,1455.94,-4.11153,20,15
51,71,1170.93,1434.94,-3.35112,20,15
50,70,1159.12,1415.72,-3.84353,20,15
50,71,1148.98,1434.64,-4.11153,20,15
50,72,1159.43,1454.2,-3.84353,20,15
51,73,1171.79,1473.23,-3.35112,20,15
52,73,1194.06,1474.04,-3.84353,20,15
52,72,1204.08,1455.01,-3.35112,20,15
48,70,1116.66,1415.69,-4.11153,20,15
46,72,1073.07,1454.07,-3.35112,20,15
46,71,1061.64,1434.63,-3.84353,20,15
46,73,1061.42,1472.29,-3.84353,20,15
47,73,1084.4,1472.04,-4.11153,20,15
46,68,1073.11,1378.79,-3.35112,20,15
43,68,1008.37,1378.7,-3.35112,20,15
43,69,997.59,1397.15,-3.84353,20,15
42,108,984.695,2189.43,-4.12335,38,15
43,109,995.067,2209.17,-3.85536,38,15
44,109,1017.88,2210.06,-4.12335,38,15
43,108,1006.04,2189.86,-3.36295,38,15
43,107,994.226,2170.63,-3.85536,38,15
43,106,1005.35,2151.34,-3.36295,38,15
44,107,1016.3,2171.81,-4.12335,38,15
45,107,1038.82,2171.15,-3.36295,38,15
45,108,1049.76,2191.47,-4.12335,38,15
44,108,1027.41,2190.32,-3.85536,38,15
45,109,1038.83,2209.09,-3.36295,38,15
44,110,1027.42,2228.68,-3.85536,38,15
45,110,1049.47,2228.41,-4.12335,38,15
46,110,1071.42,2228.17,-3.36295,38,15
46,109,1060,2209.34,-3.85536,38,15
47,109,1082.48,2210.41,-4.12335,38,15
46,108,1071.38,2190.08,-3.36295,38,15
46,107,1059.88,2171.57,-3.85536,38,15
47,107,1082.09,2172.31,-4.12335,38,15
46,106,1071.12,2152.53,-3.36295,38,15
48,107,1104.15,2171.19,-3.36295,38,15
48,108,1114.88,2191.26,-4.12335,38,15
49,107,1125.43,2171.41,-3.85536,38,15
50,107,1148.29,2171.6,-4.12335,38,15
49,106,1137.46,2152.3,-3.36295,38,15
49,108,1137.06,2190.13,-3.36295,38,15
50,109,1146.87,2209.95,-4.12335,38,15
50,108,1157.73,2190.13,-3.85536,38,15
51,107,1169.69,2170.93,-3.36295,38,15
51,109,1169.09,2209.18,-3.36295,38,15
50,110,1157.2,2228.92,-3.85536,38,15
50,111,1146.24,2247.08,-4.12335,38,15
51,111,1168.7,2246.74,-3.36295,38,15
50,112,1156.65,2266.16,-3.85536,38,15
50,113,1145.65,2287.21,-4.12335,38,15
49,112,1136.72,2265.26,-3.36295,38,15
49,113,1124.86,2284.34,-3.85536,38,15
49,114,1136.71,2303.46,-3.36295,38,15
50,115,1146.49,2325.35,-4.12335,38,15
51,115,1169.53,2323.68,-3.36295,38,15
50,116,1158.24,2343.38,-3.85536,38,15
49,116,1137.19,2341.75,-3.36295,38,15
49,115,1125.21,2322.4,-3.85536,38,15
48,114,1114.74,2303.62,-4.12335,38,15
47,114,1092.48,2303.37,-3.85536,38,15
48,115,1104.2,2322.4,-3.36295,38,15
48,116,1116.73,2340.65,-4.12335,38,15
47,116,1093.42,2340.95,-3.85536,38,15
46,116,1071.41,2341.56,-3.36295,38,15
46,115,1059.95,2322.36,-3.85536,38,15
47,115,1082.64,2322.4,-4.12335,38,15
46,114,1071.25,2303.55,-3.36295,38,15
46,113,1059.84,2284.42,-3.85536,38,15
47,113,1082.26,2284.6,-4.12335,38,15
46,112,1071.31,2265.42,-3.36295,38,15
46,111,1059.89,2246.38,-3.85536,38,15
47,111,1082.26,2246.47,-4.12335,38,15
48,111,1104.19,2246.26,-3.36295,38,15
47,112,1092.5,2265.35,-3.85536,38,15
48,113,1104.14,2284.35,-3.36295,38,15
48,112,1114.53,2265.4,-4.12335,38,15
49,111,1124.93,2246.25,-3.85536,38,15
49,110,1136.99,2228.19,-3.36295,38,15
49,109,1126.1,2208.5,-3.85536,38,15
48,110,1114.89,2229.42,-4.12335,38,15
48,109,1104.25,2209.12,-3.36295,38,15
47,110,1092.63,2228.31,-3.85536,38,15
47,108,1092.51,2190.31,-3.85536,38,15
45,112,1049.27,2265.72,-4.12335,38,15
45,111,1038.67,2246.41,-3.36295,38,15
44,112,1027.26,2265.52,-3.85536,38,15
45,113,1038.61,2284.61,-3.36295,38,15
44,114,1027.34,2303.49,-3.85536,38,15
45,115,1038.65,2322.75,-3.36295,38,15
45,114,1049.15,2303.82,-4.12335,38,15
44,111,1017.26,2246.54,-4.12335,38,15
43,111,995.128,2246.4,-3.85536,38,15
43,112,1006.13,2265.48,-3.36295,38,15
43,110,1006.18,2228.12,-3.36295,38,15
42,111,974.2,2246.06,-3.36295,38,15
50,114,1156.68,2305.81,-3.85536,38,15
51,113,1168.47,2285.59,-3.36295,38,15
44,106,1025.78,2152.91,-3.85536,38,15
25,42,587.053,858.034,-3.35104,10,15
26,42,609.116,858.641,-3.84345,10,15
